model	post_prob	cumulative_post_prob	prior_prob	bf
0,1,2,3,4,1,2,5,6,6,3,7,3,5	0.000357143	0.6975	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,6,7,7,3,8	0.000357143	0.697857	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,6,7,7,7,0	0.000357143	0.698214	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,6,7,7,7,6	0.000357143	0.698571	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,2,5,5,5,0	0.000357143	0.698929	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,3,3,3,0	0.000357143	0.699286	1e-06	357.27
0,1,2,3,4,1,0,0,0,2,5,5,3,6	0.000357143	0.699643	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,3,3,3,5	0.000357143	0.7	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,3,3,3,7	0.000357143	0.700357	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,2,5,5,3,0	0.000357143	0.700714	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,3,3,8,9	0.000357143	0.701071	1e-06	357.27
0,1,2,3,4,1,2,5,6,7,3,8,3,5	0.000357143	0.701429	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,3,8,3,9	0.000357143	0.701786	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,3,8,8,9	0.000357143	0.702143	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,8,1,8,5	0.000357143	0.7025	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,8,8,8,2	0.000357143	0.702857	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,8,8,8,5	0.000357143	0.703214	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,8,8,8,7	0.000357143	0.703571	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,8,8,9,10	0.000357143	0.703929	<1e-06	>357.27
0,1,2,3,4,1,2,5,6,7,8,9,8,5	0.000357143	0.704286	<1e-06	>357.27
0,1,2,3,4,1,4,0,4,4,3,3,3,0	0.000357143	0.704643	<1e-06	>357.27
0,1,2,3,4,1,4,0,5,0,3,3,3,0	0.000357143	0.705	<1e-06	>357.27
0,1,2,3,4,1,4,0,5,5,3,3,3,6	0.000357143	0.705357	<1e-06	>357.27
0,1,2,3,4,1,4,2,2,4,3,3,3,2	0.000357143	0.705714	<1e-06	>357.27
0,1,2,3,4,1,4,2,2,4,3,3,3,5	0.000357143	0.706071	<1e-06	>357.27
0,1,2,3,4,1,4,2,5,0,3,3,3,5	0.000357143	0.706429	<1e-06	>357.27
0,1,2,3,4,1,4,2,5,2,3,3,6,5	0.000357143	0.706786	<1e-06	>357.27
0,1,2,3,4,1,4,2,5,2,6,6,6,7	0.000357143	0.707143	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,0,5,5,6,0	0.000357143	0.7075	<1e-06	>357.27
0,1,2,3,4,1,4,5,2,2,3,3,3,5	0.000357143	0.707857	<1e-06	>357.27
0,1,2,3,4,1,4,5,2,2,3,3,3,6	0.000357143	0.708214	<1e-06	>357.27
0,1,2,3,4,1,4,5,4,6,3,3,3,7	0.000357143	0.708571	<1e-06	>357.27
0,1,2,3,4,1,4,5,5,2,3,3,3,6	0.000357143	0.708929	<1e-06	>357.27
0,1,2,3,4,1,4,5,5,5,6,6,7,8	0.000357143	0.709286	<1e-06	>357.27
0,1,2,3,4,1,4,5,5,6,3,3,3,5	0.000357143	0.709643	<1e-06	>357.27
0,1,2,3,4,1,4,5,5,6,3,3,7,6	0.000357143	0.71	<1e-06	>357.27
0,1,2,3,4,1,4,5,6,0,3,3,3,0	0.000357143	0.710357	<1e-06	>357.27
0,1,2,3,4,1,4,5,6,5,3,3,3,5	0.000357143	0.710714	<1e-06	>357.27
0,1,2,3,4,1,4,5,6,5,3,3,3,7	0.000357143	0.711071	<1e-06	>357.27
0,1,2,3,4,1,4,5,6,7,3,3,3,8	0.000357143	0.711429	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,0,5,5,5,2	0.000357143	0.711786	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,0,5,3,6,0	0.000357143	0.712143	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,0,3,5,5,0	0.000357143	0.7125	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,0,3,3,6,0	0.000357143	0.712857	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,0,3,3,5,6	0.000357143	0.713214	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,0,3,6,3,7	0.000357143	0.713571	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,0,3,6,6,7	0.000357143	0.713929	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,0,3,6,7,0	0.000357143	0.714286	<1e-06	>357.27
0,1,2,3,4,1,0,0,0,0,3,3,5,0	0.000357143	0.714643	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,0,6,6,7,8	0.000357143	0.715	1e-06	357.27
0,1,2,3,4,1,5,0,0,2,3,3,3,0	0.000357143	0.715357	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,5,3,3,3,0	0.000357143	0.715714	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,5,3,3,3,4	0.000357143	0.716071	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,5,3,3,3,5	0.000357143	0.716429	<1e-06	>357.27
0,1,2,3,2,4,5,6,2,2,7,7,7,8	0.000357143	0.716786	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,5,3,6,3,7	0.000357143	0.717143	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,5,3,6,6,0	0.000357143	0.7175	<1e-06	>357.27
0,1,2,3,2,4,5,5,5,5,3,3,3,6	0.000357143	0.717857	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,6,3,3,3,2	0.000357143	0.718214	<1e-06	>357.27
0,1,2,3,2,4,5,2,6,5,3,3,3,6	0.000357143	0.718571	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,7,8,8,9,4	0.000357143	0.718929	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,7,8,8,8,9	0.000357143	0.719286	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,6,7,3,3,2	0.000357143	0.719643	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,6,7,3,8,6	0.000357143	0.72	<1e-06	>357.27
0,1,2,3,4,1,5,0,0,6,7,7,8,0	0.000357143	0.720357	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,0,3,3,3,2	0.000357143	0.720714	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,0,3,3,3,5	0.000357143	0.721071	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,0,3,6,3,7	0.000357143	0.721429	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,0,6,6,6,7	0.000357143	0.721786	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,2,3,3,3,0	0.000357143	0.722143	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,2,6,6,6,7	0.000357143	0.7225	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,5,3,3,3,0	0.000357143	0.722857	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,5,3,3,3,2	0.000357143	0.723214	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,5,6,7,6,0	0.000357143	0.723571	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,6,3,3,3,5	0.000357143	0.723929	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,7,8,8,8,7	0.000357143	0.724286	<1e-06	>357.27
0,1,2,3,4,1,5,0,2,6,3,7,3,6	0.000357143	0.724643	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,7,8,8,8,4	0.000357143	0.725	<1e-06	>357.27
0,1,2,3,4,1,5,0,4,6,3,3,7,0	0.000357143	0.725357	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,7,8,3,3,9	0.000357143	0.725714	1e-06	357.27
0,1,2,3,4,1,5,0,5,0,3,3,3,5	0.000357143	0.726071	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,0,3,3,3,6	0.000357143	0.726429	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,7,8,3,3,7	0.000357143	0.726786	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,2,6,7,7,8	0.000357143	0.727143	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,5,3,3,3,6	0.000357143	0.7275	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,5,3,3,6,0	0.000357143	0.727857	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,5,3,6,3,0	0.000357143	0.728214	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,5,3,6,3,7	0.000357143	0.728571	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,5,3,6,6,7	0.000357143	0.728929	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,6,3,3,3,0	0.000357143	0.729286	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,6,3,3,3,5	0.000357143	0.729643	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,7,3,8,9,6	0.000357143	0.73	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,6,3,3,7,5	0.000357143	0.730357	<1e-06	>357.27
0,1,2,3,4,1,5,0,5,6,7,3,7,0	0.000357143	0.730714	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,7,3,3,3,4	0.000357143	0.731071	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,0,3,3,3,7	0.000357143	0.731429	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,0,3,7,3,8	0.000357143	0.731786	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,0,7,3,3,0	0.000357143	0.732143	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,0,7,8,7,9	0.000357143	0.7325	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,7,3,3,3,0	0.000357143	0.732857	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,2,3,7,7,6	0.000357143	0.733214	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,2,7,7,7,0	0.000357143	0.733571	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,5,3,3,3,0	0.000357143	0.733929	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,5,3,3,3,6	0.000357143	0.734286	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,5,3,3,3,7	0.000357143	0.734643	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,5,3,7,3,8	0.000357143	0.735	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,5,7,7,7,0	0.000357143	0.735357	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,5,7,7,7,5	0.000357143	0.735714	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,6,3,3,3,0	0.000357143	0.736071	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,6,3,3,3,6	0.000357143	0.736429	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,6,3,3,3,7	0.000357143	0.736786	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,6,3,7,3,0	0.000357143	0.737143	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,6,3,7,7,6	0.000357143	0.7375	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,6,3,3,7,8	0.000357143	0.737857	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,7,3,3,3,5	0.000357143	0.738214	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,6,3,3,3,7	0.000357143	0.738571	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,6,3,3,3,6	0.000357143	0.738929	<1e-06	>357.27
0,1,2,3,4,1,5,0,6,7,8,3,3,0	0.000357143	0.739286	<1e-06	>357.27
0,1,2,3,4,1,5,2,0,0,3,6,3,0	0.000357143	0.739643	<1e-06	>357.27
0,1,2,3,4,1,5,2,0,0,3,6,6,0	0.000357143	0.74	<1e-06	>357.27
0,1,2,3,4,1,5,2,0,2,3,3,3,6	0.000357143	0.740357	<1e-06	>357.27
0,1,2,3,4,1,5,2,0,6,3,3,3,0	0.000357143	0.740714	<1e-06	>357.27
0,1,2,3,4,1,5,2,0,6,3,3,3,5	0.000357143	0.741071	<1e-06	>357.27
0,1,2,3,4,1,5,2,0,6,3,3,3,6	0.000357143	0.741429	<1e-06	>357.27
0,1,2,3,4,1,5,2,0,6,7,3,3,0	0.000357143	0.741786	<1e-06	>357.27
0,1,2,3,4,1,5,2,0,6,7,3,8,6	0.000357143	0.742143	<1e-06	>357.27
0,1,2,3,4,1,5,2,0,6,7,7,8,9	0.000357143	0.7425	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,6,3,3,3,5	0.000357143	0.742857	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,5,3,3,3,7	0.000357143	0.743214	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,0,3,6,3,0	0.000357143	0.743571	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,0,3,6,3,7	0.000357143	0.743929	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,2,3,1,3,5	0.000357143	0.744286	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,5,3,3,3,5	0.000357143	0.744643	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,4,3,3,3,7	0.000357143	0.745	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,4,3,3,3,6	0.000357143	0.745357	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,4,3,3,3,0	0.000357143	0.745714	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,2,3,3,3,7	0.000357143	0.746071	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,2,3,6,3,7	0.000357143	0.746429	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,2,3,6,7,8	0.000357143	0.746786	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,2,6,3,3,0	0.000357143	0.747143	<1e-06	>357.27
0,1,2,3,2,1,4,5,6,0,3,3,3,7	0.000357143	0.7475	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,2,6,3,6,2	0.000357143	0.747857	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,2,6,6,3,7	0.000357143	0.748214	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,2,6,6,6,7	0.000357143	0.748571	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,2,6,7,6,5	0.000357143	0.748929	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,2,6,7,6,8	0.000357143	0.749286	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,4,3,3,3,2	0.000357143	0.749643	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,5,3,3,3,0	0.000357143	0.75	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,5,3,3,3,5	0.000357143	0.750357	<1e-06	>357.27
0,1,2,3,2,1,4,5,5,6,7,7,7,4	0.000357143	0.750714	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,5,6,3,6,7	0.000357143	0.751071	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,5,6,6,3,2	0.000357143	0.751429	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,5,6,6,6,5	0.000357143	0.751786	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,5,6,7,6,0	0.000357143	0.752143	<1e-06	>357.27
0,1,2,3,2,1,4,5,5,6,3,3,3,7	0.000357143	0.7525	<1e-06	>357.27
0,1,2,3,2,1,4,5,5,5,6,7,7,5	0.000357143	0.752857	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,6,3,3,3,5	0.000357143	0.753214	<1e-06	>357.27
0,1,2,3,2,1,4,5,5,5,3,6,3,5	0.000357143	0.753571	<1e-06	>357.27
0,1,2,3,2,1,4,5,5,4,3,3,6,7	0.000357143	0.753929	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,6,3,3,7,6	0.000357143	0.754286	<1e-06	>357.27
0,1,2,3,2,1,4,5,5,2,6,7,6,8	0.000357143	0.754643	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,6,3,7,3,8	0.000357143	0.755	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,6,3,7,7,0	0.000357143	0.755357	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,6,3,7,7,2	0.000357143	0.755714	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,6,3,7,7,8	0.000357143	0.756071	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,6,3,7,8,2	0.000357143	0.756429	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,6,3,7,8,9	0.000357143	0.756786	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,6,7,3,3,5	0.000357143	0.757143	<1e-06	>357.27
0,1,2,3,4,1,5,2,2,6,7,3,8,6	0.000357143	0.7575	<1e-06	>357.27
0,1,2,3,2,1,4,5,4,6,7,7,7,8	0.000357143	0.757857	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,0,3,3,3,2	0.000357143	0.758214	<1e-06	>357.27
0,1,2,3,2,1,4,5,4,6,3,7,3,4	0.000357143	0.758571	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,0,3,6,3,7	0.000357143	0.758929	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,0,6,3,3,0	0.000357143	0.759286	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,0,6,6,3,7	0.000357143	0.759643	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,0,6,7,6,8	0.000357143	0.76	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,2,3,3,3,2	0.000357143	0.760357	<1e-06	>357.27
0,1,2,3,2,1,4,5,4,6,3,3,3,5	0.000357143	0.760714	<1e-06	>357.27
0,1,2,3,2,1,4,5,4,5,6,7,7,0	0.000357143	0.761071	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,2,3,3,6,2	0.000357143	0.761429	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,2,3,6,6,7	0.000357143	0.761786	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,2,3,6,7,8	0.000357143	0.762143	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,2,6,3,3,7	0.000357143	0.7625	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,2,6,3,7,0	0.000357143	0.762857	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,2,6,6,3,0	0.000357143	0.763214	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,4,3,3,3,6	0.000357143	0.763571	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,5,3,3,3,0	0.000357143	0.763929	<1e-06	>357.27
0,1,2,3,2,1,4,5,4,5,3,6,6,7	0.000357143	0.764286	<1e-06	>357.27
0,1,2,3,2,1,4,5,4,2,3,6,7,8	0.000357143	0.764643	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,5,3,6,6,5	0.000357143	0.765	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,5,6,3,3,2	0.000357143	0.765357	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,5,6,3,3,7	0.000357143	0.765714	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,5,6,3,7,5	0.000357143	0.766071	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,5,6,6,3,7	0.000357143	0.766429	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,5,6,7,7,8	0.000357143	0.766786	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,6,3,3,3,0	0.000357143	0.767143	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,6,3,3,3,2	0.000357143	0.7675	<1e-06	>357.27
0,1,2,3,2,1,4,5,2,6,7,7,3,6	0.000357143	0.767857	<1e-06	>357.27
0,1,2,3,2,1,4,5,2,6,3,7,3,8	0.000357143	0.768214	<1e-06	>357.27
0,1,2,3,2,1,4,5,0,0,3,3,3,5	0.000357143	0.768571	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,6,3,3,7,2	0.000357143	0.768929	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,6,3,7,7,5	0.000357143	0.769286	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,6,3,7,7,8	0.000357143	0.769643	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,6,7,3,7,5	0.000357143	0.77	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,6,7,7,3,2	0.000357143	0.770357	<1e-06	>357.27
0,1,2,3,4,1,5,2,5,6,7,7,7,5	0.000357143	0.770714	<1e-06	>357.27
0,1,2,3,2,1,4,4,5,6,7,8,8,5	0.000357143	0.771071	<1e-06	>357.27
0,1,2,3,2,1,4,4,5,6,3,3,3,7	0.000357143	0.771429	<1e-06	>357.27
0,1,2,3,2,1,4,4,5,5,3,3,3,0	0.000357143	0.771786	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,3,3,3,5	0.000357143	0.772143	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,3,3,3,6	0.000357143	0.7725	<1e-06	>357.27
0,1,2,3,2,1,4,4,5,4,3,3,3,0	0.000357143	0.772857	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,3,3,7,6	0.000357143	0.773214	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,3,3,7,8	0.000357143	0.773571	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,3,7,3,0	0.000357143	0.773929	1e-06	357.27
0,1,2,3,4,1,5,2,6,2,3,7,3,2	0.000357143	0.774286	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,3,7,7,0	0.000357143	0.774643	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,7,3,7,8	0.000357143	0.775	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,7,7,3,0	0.000357143	0.775357	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,7,7,3,6	0.000357143	0.775714	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,7,7,7,6	0.000357143	0.776071	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,7,7,7,8	0.000357143	0.776429	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,2,7,8,3,6	0.000357143	0.776786	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,4,3,3,3,6	0.000357143	0.777143	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,4,3,3,3,7	0.000357143	0.7775	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,4,3,3,7,6	0.000357143	0.777857	<1e-06	>357.27
0,1,2,3,2,1,4,4,4,4,3,5,5,6	0.000357143	0.778214	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,5,3,3,3,6	0.000357143	0.778571	<1e-06	>357.27
0,1,2,3,2,1,4,4,4,4,3,3,3,4	0.000357143	0.778929	<1e-06	>357.27
0,1,2,3,2,1,4,4,2,0,5,5,5,6	0.000357143	0.779286	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,5,3,7,7,5	0.000357143	0.779643	<1e-06	>357.27
0,1,2,3,2,1,4,4,0,5,3,6,6,7	0.000357143	0.78	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,6,3,3,3,0	0.000357143	0.780357	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,6,3,3,3,2	0.000357143	0.780714	<1e-06	>357.27
0,1,2,3,2,1,4,4,0,4,3,3,3,4	0.000357143	0.781071	<1e-06	>357.27
0,1,2,3,2,1,4,4,0,2,3,3,3,0	0.000357143	0.781429	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,6,3,3,7,2	0.000357143	0.781786	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,6,3,3,7,5	0.000357143	0.782143	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,6,3,7,3,6	0.000357143	0.7825	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,6,3,7,7,0	0.000357143	0.782857	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,6,7,7,8,0	0.000357143	0.783214	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,6,7,8,8,6	0.000357143	0.783571	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,1,3,3,2	0.000357143	0.783929	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,3,3,3,0	0.000357143	0.784286	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,3,3,3,2	0.000357143	0.784643	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,3,3,3,5	0.000357143	0.785	<1e-06	>357.27
0,1,2,3,2,1,4,2,5,6,7,3,3,5	0.000357143	0.785357	1e-06	357.27
0,1,2,3,2,1,4,2,5,2,3,3,3,4	0.000357143	0.785714	<1e-06	>357.27
0,1,2,3,2,1,4,2,4,2,3,3,3,5	0.000357143	0.786071	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,3,3,8,0	0.000357143	0.786429	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,3,3,8,2	0.000357143	0.786786	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,3,8,3,0	0.000357143	0.787143	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,3,8,3,9	0.000357143	0.7875	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,3,8,8,9	0.000357143	0.787857	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,8,3,3,6	0.000357143	0.788214	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,8,3,8,0	0.000357143	0.788571	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,8,3,8,6	0.000357143	0.788929	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,8,3,8,9	0.000357143	0.789286	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,8,3,9,6	0.000357143	0.789643	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,8,8,3,6	0.000357143	0.79	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,8,8,8,2	0.000357143	0.790357	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,8,8,8,9	0.000357143	0.790714	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,8,8,9,5	0.000357143	0.791071	<1e-06	>357.27
0,1,2,3,4,1,5,2,6,7,8,8,9,10	0.000357143	0.791429	<1e-06	>357.27
0,1,2,3,4,1,5,4,2,6,3,3,3,5	0.000357143	0.791786	<1e-06	>357.27
0,1,2,3,4,1,5,4,4,5,6,6,3,0	0.000357143	0.792143	<1e-06	>357.27
0,1,2,3,4,1,5,4,4,6,3,3,3,7	0.000357143	0.7925	<1e-06	>357.27
0,1,2,3,4,1,5,4,4,6,7,8,3,4	0.000357143	0.792857	<1e-06	>357.27
0,1,2,3,4,1,5,4,5,0,3,3,3,0	0.000357143	0.793214	<1e-06	>357.27
0,1,2,3,4,1,5,4,5,0,3,3,6,7	0.000357143	0.793571	<1e-06	>357.27
0,1,2,3,4,1,5,4,5,5,3,3,3,5	0.000357143	0.793929	<1e-06	>357.27
0,1,2,3,4,1,5,4,6,4,3,3,3,0	0.000357143	0.794286	<1e-06	>357.27
0,1,2,3,4,1,5,4,6,5,3,3,7,5	0.000357143	0.794643	<1e-06	>357.27
0,1,2,3,4,1,5,4,6,6,3,3,7,8	0.000357143	0.795	<1e-06	>357.27
0,1,2,3,4,1,5,4,6,6,7,3,7,8	0.000357143	0.795357	<1e-06	>357.27
0,1,2,3,2,1,4,2,4,2,3,3,3,4	0.000357143	0.795714	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,0,3,3,3,5	0.000357143	0.796071	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,0,3,3,3,6	0.000357143	0.796429	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,0,3,3,6,0	0.000357143	0.796786	<1e-06	>357.27
0,1,2,3,4,1,5,5,0,0,3,6,3,5	0.000357143	0.797143	<1e-06	>357.27
