model	post_prob	cumulative_post_prob	prior_prob	bf
0,1,0,2,3,1,4,5,0,0,2,6,2,7	0.000357143	0.8975	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,3,3,3,2	0.000357143	0.897857	<1e-06	>357.27
0,1,0,2,3,1,4,4,5,6,7,2,2,6	0.000357143	0.898214	<1e-06	>357.27
0,1,0,2,3,1,4,4,5,6,2,2,2,0	0.000357143	0.898571	<1e-06	>357.27
0,1,0,2,3,1,4,4,5,5,2,2,2,5	0.000357143	0.898929	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,3,3,7,0	0.000357143	0.899286	<1e-06	>357.27
0,1,0,2,3,1,4,4,5,5,2,2,2,0	0.000357143	0.899643	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,3,7,3,6	0.000357143	0.9	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,3,7,3,8	0.000357143	0.900357	1e-06	357.27
0,1,2,3,4,1,5,6,5,5,7,3,3,0	0.000357143	0.900714	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,7,3,3,8	0.000357143	0.901071	1e-06	357.27
0,1,2,3,4,1,5,6,5,5,7,3,7,8	0.000357143	0.901429	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,7,7,3,8	0.000357143	0.901786	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,7,7,7,6	0.000357143	0.902143	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,7,7,8,9	0.000357143	0.9025	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,7,8,7,5	0.000357143	0.902857	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,7,8,7,9	0.000357143	0.903214	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,5,7,8,9,10	0.000357143	0.903571	2e-06	178.635
0,1,0,2,3,1,4,4,5,4,2,2,2,4	0.000357143	0.903929	<1e-06	>357.27
0,1,0,2,3,1,4,4,5,0,6,2,2,7	0.000357143	0.904286	<1e-06	>357.27
0,1,0,2,3,1,4,4,4,5,2,2,6,7	0.000357143	0.904643	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,6,3,3,7,6	0.000357143	0.905	<1e-06	>357.27
0,1,0,2,3,1,4,4,4,5,2,2,2,0	0.000357143	0.905357	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,6,3,7,7,8	0.000357143	0.905714	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,6,7,3,7,8	0.000357143	0.906071	<1e-06	>357.27
0,1,0,2,3,1,4,4,4,4,2,2,2,5	0.000357143	0.906429	<1e-06	>357.27
0,1,0,2,3,1,4,4,4,0,2,5,5,6	0.000357143	0.906786	<1e-06	>357.27
0,1,0,2,3,1,4,4,0,5,2,6,6,5	0.000357143	0.907143	<1e-06	>357.27
0,1,0,2,3,1,4,4,0,5,2,2,2,6	0.000357143	0.9075	<1e-06	>357.27
0,1,0,2,3,1,4,4,0,4,2,5,2,6	0.000357143	0.907857	<1e-06	>357.27
0,1,0,2,3,1,4,3,0,5,2,6,2,4	0.000357143	0.908214	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,7,3,3,8,6	0.000357143	0.908571	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,7,3,3,8,9	0.000357143	0.908929	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,7,3,8,3,5	0.000357143	0.909286	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,7,3,8,3,9	0.000357143	0.909643	1e-06	357.27
0,1,2,3,4,1,5,6,5,7,8,3,3,0	0.000357143	0.91	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,7,8,3,3,9	0.000357143	0.910357	<1e-06	>357.27
0,1,2,3,4,1,5,6,5,7,8,8,3,9	0.000357143	0.910714	1e-06	357.27
0,1,2,3,4,1,5,6,5,7,8,8,8,5	0.000357143	0.911071	<1e-06	>357.27
0,1,0,2,3,1,4,0,5,6,7,2,8,6	0.000357143	0.911429	<1e-06	>357.27
0,1,0,2,3,1,4,0,5,6,7,2,7,0	0.000357143	0.911786	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,0,3,3,3,5	0.000357143	0.912143	<1e-06	>357.27
0,1,0,2,3,1,4,0,5,6,2,2,2,0	0.000357143	0.9125	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,0,3,3,7,8	0.000357143	0.912857	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,0,7,3,3,0	0.000357143	0.913214	1e-06	357.27
0,1,2,3,4,1,5,6,6,0,7,7,7,6	0.000357143	0.913571	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,0,7,7,7,8	0.000357143	0.913929	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,0,7,8,3,0	0.000357143	0.914286	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,0,7,8,7,6	0.000357143	0.914643	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,2,3,3,3,0	0.000357143	0.915	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,2,3,3,3,2	0.000357143	0.915357	<1e-06	>357.27
0,1,0,2,3,1,4,0,5,5,2,2,2,0	0.000357143	0.915714	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,2,3,3,3,6	0.000357143	0.916071	<1e-06	>357.27
0,1,0,2,3,1,4,0,5,4,2,2,2,6	0.000357143	0.916429	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,2,3,3,7,8	0.000357143	0.916786	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,2,3,7,3,8	0.000357143	0.917143	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,2,3,7,7,8	0.000357143	0.9175	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,2,7,3,3,2	0.000357143	0.917857	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,2,7,3,3,6	0.000357143	0.918214	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,2,7,7,7,5	0.000357143	0.918571	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,2,7,7,7,8	0.000357143	0.918929	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,4,7,3,3,8	0.000357143	0.919286	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,5,3,3,3,0	0.000357143	0.919643	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,5,3,3,3,5	0.000357143	0.92	<1e-06	>357.27
0,1,0,2,3,1,4,0,5,4,2,2,2,5	0.000357143	0.920357	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,5,3,3,3,7	0.000357143	0.920714	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,5,3,3,7,2	0.000357143	0.921071	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,5,3,7,3,6	0.000357143	0.921429	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,5,3,7,7,6	0.000357143	0.921786	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,5,3,7,8,0	0.000357143	0.922143	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,5,7,3,3,6	0.000357143	0.9225	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,5,7,3,8,9	0.000357143	0.922857	1e-06	357.27
0,1,0,2,3,1,4,0,5,0,2,2,2,0	0.000357143	0.923214	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,6,3,1,3,7	0.000357143	0.923571	<1e-06	>357.27
0,1,0,2,3,1,4,0,4,5,6,2,6,7	0.000357143	0.923929	<1e-06	>357.27
0,1,0,2,3,1,4,0,4,5,2,2,2,5	0.000357143	0.924286	<1e-06	>357.27
0,1,0,2,3,1,4,0,4,4,5,5,5,4	0.000357143	0.924643	<1e-06	>357.27
0,1,0,2,3,1,4,0,4,4,2,5,2,6	0.000357143	0.925	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,6,3,3,7,0	0.000357143	0.925357	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,6,3,3,7,6	0.000357143	0.925714	<1e-06	>357.27
0,1,0,2,3,1,4,0,4,0,2,2,2,4	0.000357143	0.926071	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,6,3,7,3,8	0.000357143	0.926429	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,6,3,7,7,8	0.000357143	0.926786	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,6,3,7,8,6	0.000357143	0.927143	<1e-06	>357.27
0,1,0,2,3,1,4,0,0,5,6,6,6,0	0.000357143	0.9275	<1e-06	>357.27
0,1,0,2,3,1,4,0,0,5,6,2,6,5	0.000357143	0.927857	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,6,7,7,7,0	0.000357143	0.928214	<1e-06	>357.27
0,1,0,2,3,1,4,0,0,5,6,2,2,7	0.000357143	0.928571	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,6,7,7,8,6	0.000357143	0.928929	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,6,7,8,7,6	0.000357143	0.929286	<1e-06	>357.27
0,1,0,2,3,1,4,0,0,5,2,2,2,4	0.000357143	0.929643	<1e-06	>357.27
0,1,0,2,3,1,4,0,0,4,2,2,2,4	0.000357143	0.93	<1e-06	>357.27
0,1,0,2,3,1,4,0,0,0,5,5,2,0	0.000357143	0.930357	<1e-06	>357.27
0,1,0,2,3,1,4,0,0,0,2,5,2,0	0.000357143	0.930714	<1e-06	>357.27
0,1,0,2,3,1,4,0,0,0,2,2,2,5	0.000357143	0.931071	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,3,3,8,5	0.000357143	0.931429	<1e-06	>357.27
0,1,0,2,3,1,3,4,5,5,6,6,6,7	0.000357143	0.931786	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,3,3,8,9	0.000357143	0.932143	1e-06	357.27
0,1,2,3,4,1,5,6,6,7,3,8,3,7	0.000357143	0.9325	<1e-06	>357.27
0,1,0,2,3,1,0,4,5,6,2,2,2,7	0.000357143	0.932857	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,3,8,8,5	0.000357143	0.933214	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,3,8,8,9	0.000357143	0.933571	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,8,3,3,0	0.000357143	0.933929	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,8,3,3,5	0.000357143	0.934286	<1e-06	>357.27
0,1,0,2,3,1,0,4,5,6,2,2,2,4	0.000357143	0.934643	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,8,3,3,9	0.000357143	0.935	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,8,8,3,5	0.000357143	0.935357	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,8,8,3,6	0.000357143	0.935714	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,8,8,3,9	0.000357143	0.936071	<1e-06	>357.27
0,1,0,2,3,1,0,4,5,6,2,2,2,0	0.000357143	0.936429	<1e-06	>357.27
0,1,0,2,3,1,0,4,5,5,2,2,2,5	0.000357143	0.936786	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,8,9,3,10	0.000357143	0.937143	<1e-06	>357.27
0,1,2,3,4,1,5,6,6,7,8,9,10,11	0.000357143	0.9375	5e-06	71.4537
0,1,0,2,3,1,0,4,5,5,2,2,2,4	0.000357143	0.937857	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,0,3,3,3,2	0.000357143	0.938214	<1e-06	>357.27
0,1,0,2,3,1,0,4,5,4,2,6,6,4	0.000357143	0.938571	<1e-06	>357.27
0,1,0,2,3,1,0,4,5,0,2,2,6,0	0.000357143	0.938929	<1e-06	>357.27
0,1,0,2,3,1,0,4,5,0,2,2,2,0	0.000357143	0.939286	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,0,3,3,8,0	0.000357143	0.939643	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,0,3,8,8,7	0.000357143	0.94	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,0,8,3,3,0	0.000357143	0.940357	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,0,8,3,9,10	0.000357143	0.940714	2e-06	178.635
0,1,2,3,4,1,5,6,7,0,8,8,3,9	0.000357143	0.941071	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,0,8,8,8,0	0.000357143	0.941429	<1e-06	>357.27
0,1,0,2,3,1,0,4,4,5,2,2,2,4	0.000357143	0.941786	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,0,8,8,9,0	0.000357143	0.942143	1e-06	357.27
0,1,2,3,4,1,5,6,7,2,3,3,3,0	0.000357143	0.9425	<1e-06	>357.27
0,1,0,2,3,1,0,4,4,4,5,5,5,4	0.000357143	0.942857	<1e-06	>357.27
0,1,0,2,3,1,0,4,4,4,5,5,2,4	0.000357143	0.943214	<1e-06	>357.27
0,1,0,2,3,1,0,4,4,4,2,5,5,4	0.000357143	0.943571	<1e-06	>357.27
0,1,0,2,3,1,0,4,4,4,2,2,2,4	0.000357143	0.943929	<1e-06	>357.27
0,1,0,2,3,1,0,4,4,0,2,2,2,0	0.000357143	0.944286	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,2,3,3,8,0	0.000357143	0.944643	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,2,3,3,8,2	0.000357143	0.945	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,2,3,3,8,9	0.000357143	0.945357	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,2,3,8,3,0	0.000357143	0.945714	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,2,3,8,3,2	0.000357143	0.946071	<1e-06	>357.27
0,1,2,3,4,1,5,6,7,2,3,8,3,6	0.000357143	0.946429	<1e-06	>357.27
